run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.val_mape,metrics.train_mae,metrics.train_mape,metrics.val_mse,metrics.val_mae,metrics.train_r2,metrics.val_ccc,metrics.train_ccc,metrics.train_loss,metrics.val_r2,metrics.train_mse,metrics.val_loss,metrics.val_rmse,metrics.train_rmse,params.model_type,params.num_epochs,params.seed,params.batch_size,params.loss,params.learning_rate,params.optimizer,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.mlflow.source.name
9ba70423dcf5404ab7edafc6c04a14b8,0,FINISHED,file:///C:/Users/ASUS/Documents/FPI-prediction_detector/mlruns/0/9ba70423dcf5404ab7edafc6c04a14b8/artifacts,2025-11-03 16:50:00.194000+00:00,2025-11-04 08:53:36.325000+00:00,57.05872201977928,1668.4458728544173,61.85378960585757,2953152.160075595,1583.8291101548277,-3.8920142478231705,0.13923902750937267,0.11282050874798517,3255953.2006804436,-2.6870712925642883,3255953.206021681,2979121.2379032257,1718.4737880094638,1804.426004584749,multimodal,50,42,2,mse,0.0001,adamw,LOCAL,ASUS,welcoming-shrimp-738,9a219a156270383119a5329830ac33cf04b8afb8,src/training/train.py
